date,season,month,weekday,is_holiday,is_workday,weather,temp_c,feels_like_c,humidity_pct,wind_kmh,rentals
2012-11-11,fall,11,sunday,no,no,clear,11.8,11.8,66,8.5,6852
2012-11-12,fall,11,monday,yes,no,clear,14.8,15.4,74,11.6,6269
2012-11-13,fall,11,tuesday,no,yes,misty,8.1,5.3,66,22.9,4094
2012-11-14,fall,11,wednesday,no,yes,clear,5.6,2.6,55,13.4,5495
2012-11-15,fall,11,thursday,no,yes,misty,7.1,5.4,62,10.3,5445
2012-11-16,fall,11,friday,no,yes,clear,8.2,6.9,52,11.5,5698
2012-11-17,fall,11,saturday,no,no,clear,7.3,5.5,55,12.0,5629
2012-11-18,fall,11,sunday,no,no,clear,8.1,6.3,69,15.3,4669
2012-11-19,fall,11,monday,no,yes,misty,9.9,8.8,62,15.7,5499
2012-11-20,fall,11,tuesday,no,yes,misty,9.6,9.1,68,5.5,5634
2012-11-21,fall,11,wednesday,no,yes,clear,8.6,8.1,61,6.9,5146
2012-11-22,fall,11,thursday,yes,no,clear,8.0,7.1,58,3.5,2425
2012-11-23,fall,11,friday,no,yes,clear,9.3,9.0,57,9.9,3910
2012-11-24,fall,11,saturday,no,no,clear,5.1,0.4,40,25.3,2277
2012-11-25,fall,11,sunday,no,no,clear,3.6,1.0,47,10.1,2424
2012-11-26,fall,11,monday,no,yes,clear,6.7,6.4,54,3.1,5087
2012-11-27,fall,11,tuesday,no,yes,misty,5.7,2.6,79,15.9,3959
2012-11-28,fall,11,wednesday,no,yes,clear,5.9,3.1,51,14.1,5260
2012-11-29,fall,11,thursday,no,yes,clear,5.2,3.7,56,7.7,5323
2012-11-30,fall,11,friday,no,yes,clear,6.0,5.4,65,3.9,5668
2012-12-01,fall,12,saturday,no,no,misty,6.0,4.9,81,4.0,5191
2012-12-02,fall,12,sunday,no,no,misty,8.3,7.7,82,8.3,4649
2012-12-03,fall,12,monday,no,yes,clear,13.3,14.1,77,5.5,6234
2012-12-04,fall,12,tuesday,no,yes,clear,14.4,15.0,73,11.7,6606
2012-12-05,fall,12,wednesday,no,yes,clear,12.6,12.2,48,21.7,5729
2012-12-06,fall,12,thursday,no,yes,clear,4.0,1.0,51,11.7,5375
2012-12-07,fall,12,friday,no,yes,misty,7.1,5.2,76,8.8,5008
2012-12-08,fall,12,saturday,no,no,misty,9.9,9.7,91,6.8,5582
2012-12-09,fall,12,sunday,no,no,misty,10.1,9.7,91,10.6,3228
2012-12-10,fall,12,monday,no,yes,misty,12.5,12.7,92,12.8,5170
2012-12-11,fall,12,tuesday,no,yes,misty,8.6,6.3,60,19.8,5501
2012-12-12,fall,12,wednesday,no,yes,misty,6.0,3.6,54,10.9,5319
2012-12-13,fall,12,thursday,no,yes,clear,5.9,3.4,49,11.7,5532
2012-12-14,fall,12,friday,no,yes,clear,5.2,3.4,64,8.8,5611
2012-12-15,fall,12,saturday,no,no,clear,7.2,6.3,65,7.1,5047
2012-12-16,fall,12,sunday,no,no,misty,9.0,8.4,84,6.7,3786
2012-12-17,fall,12,monday,no,yes,misty,10.5,10.5,91,6.6,4585
2012-12-18,fall,12,tuesday,no,yes,clear,11.3,11.0,67,14.8,5557
2012-12-19,fall,12,wednesday,no,yes,clear,7.6,6.6,63,12.3,5267
2012-12-20,fall,12,thursday,no,yes,misty,7.5,6.1,67,8.9,4128
2012-12-21,winter,12,friday,no,yes,misty,7.4,3.9,56,25.1,3623
2012-12-22,winter,12,saturday,no,no,clear,4.5,-0.4,44,27.3,1749
2012-12-23,winter,12,sunday,no,no,clear,3.6,1.1,52,8.9,1787
2012-12-24,winter,12,monday,no,yes,misty,2.9,1.1,79,5.2,920
2012-12-25,winter,12,tuesday,yes,no,misty,5.7,3.4,73,11.3,1013
2012-12-26,winter,12,wednesday,no,yes,light_rain,3.4,-1.5,82,21.2,441
2012-12-27,winter,12,thursday,no,yes,misty,3.9,-1.0,65,23.5,2114
2012-12-28,winter,12,friday,no,yes,misty,3.9,0.8,59,10.4,3095
2012-12-29,winter,12,saturday,no,no,misty,3.9,-0.0,75,8.3,1341
2012-12-30,winter,12,sunday,no,no,clear,4.0,-0.7,48,23.5,1796
2012-12-31,winter,12,monday,no,yes,misty,2.1,-1.2,58,10.4,2729
