edible,cap_shape,cap_surface,cap_color,has_bruises,smell,gill_size,gill_color,stalk_shape,ring_number,ring_type,spore_color,population,habitat
poisonous,convex,fibrous,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,grasses
poisonous,flat,scaly,gray,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,grasses
poisonous,flat,fibrous,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,grasses
edible,flat,scaly,brown,yes,none,broad,brown,tapering,one,pendant,brown,several,woods
poisonous,convex,scaly,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,paths
poisonous,flat,fibrous,gray,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,paths
poisonous,convex,scaly,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,paths
poisonous,flat,fibrous,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,woods
poisonous,flat,scaly,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,woods
poisonous,flat,scaly,gray,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,grasses
poisonous,flat,fibrous,gray,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,grasses
poisonous,convex,scaly,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,grasses
poisonous,flat,scaly,gray,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,paths
poisonous,convex,scaly,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,grasses
edible,flat,fibrous,gray,yes,none,broad,purple,tapering,one,pendant,brown,solitary,woods
poisonous,convex,smooth,gray,yes,foul,broad,chocolate,tapering,one,pendant,chocolate,scattered,grasses
poisonous,convex,scaly,brown,no,foul,narrow,buff,tapering,one,evanescent,white,several,paths
poisonous,flat,smooth,gray,yes,foul,broad,pink,tapering,one,pendant,chocolate,several,grasses
poisonous,flat,scaly,gray,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,grasses
poisonous,flat,scaly,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,several,grasses
poisonous,flat,scaly,gray,no,foul,broad,pink,enlarging,one,large,chocolate,several,woods
edible,flat,scaly,red,yes,none,broad,red,enlarging,two,evanescent,white,clustered,waste
poisonous,flat,scaly,gray,no,foul,broad,pink,enlarging,one,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,grasses
poisonous,flat,fibrous,gray,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,woods
poisonous,convex,scaly,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,grasses
edible,flat,scaly,brown,yes,none,broad,red,enlarging,two,evanescent,white,clustered,waste
poisonous,flat,scaly,gray,no,foul,broad,pink,enlarging,one,large,chocolate,several,grasses
poisonous,knobbed,fibrous,brown,no,none,narrow,white,enlarging,one,evanescent,white,several,woods
poisonous,flat,fibrous,gray,no,foul,broad,gray,enlarging,one,large,chocolate,several,woods
poisonous,flat,fibrous,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,paths
poisonous,convex,scaly,brown,no,spicy,narrow,buff,tapering,one,evanescent,white,several,paths
poisonous,flat,fibrous,gray,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,woods
poisonous,flat,fibrous,gray,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,paths
poisonous,flat,smooth,white,yes,foul,broad,white,tapering,one,pendant,chocolate,several,grasses
poisonous,flat,fibrous,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,several,woods
poisonous,convex,scaly,gray,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,grasses
poisonous,convex,fibrous,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,grasses
edible,convex,scaly,red,yes,none,broad,white,enlarging,two,evanescent,white,clustered,waste
poisonous,flat,scaly,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,several,woods
poisonous,bell,fibrous,yellow,no,none,narrow,white,enlarging,one,evanescent,white,several,woods
poisonous,flat,scaly,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,several,woods
poisonous,convex,smooth,gray,yes,foul,broad,pink,tapering,one,pendant,chocolate,scattered,urban
poisonous,flat,scaly,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,woods
poisonous,flat,fibrous,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,several,grasses
edible,knobbed,scaly,red,yes,none,broad,red,enlarging,two,evanescent,white,clustered,waste
poisonous,flat,fibrous,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,several,paths
poisonous,flat,fibrous,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,several,paths
edible,knobbed,scaly,brown,no,none,narrow,white,enlarging,one,evanescent,white,several,leaves
poisonous,convex,smooth,white,no,creosote,narrow,pink,enlarging,one,pendant,brown,several,woods
poisonous,convex,fibrous,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,grasses
poisonous,convex,fibrous,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,woods
poisonous,flat,scaly,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,several,paths
poisonous,bell,smooth,buff,yes,none,broad,gray,enlarging,two,pendant,green,several,grasses
poisonous,convex,smooth,white,yes,foul,broad,chocolate,tapering,one,pendant,chocolate,several,grasses
edible,flat,scaly,red,yes,none,broad,brown,tapering,one,pendant,brown,solitary,woods
poisonous,bell,smooth,white,yes,none,broad,gray,enlarging,two,pendant,green,several,meadows
edible,flat,scaly,pink,yes,none,broad,white,enlarging,two,evanescent,white,clustered,waste
poisonous,convex,smooth,white,yes,foul,broad,pink,tapering,one,pendant,chocolate,several,grasses
edible,knobbed,scaly,brown,yes,none,broad,white,enlarging,two,evanescent,white,clustered,waste
poisonous,convex,scaly,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,paths
poisonous,flat,smooth,buff,yes,foul,broad,chocolate,tapering,one,pendant,chocolate,several,urban
poisonous,flat,scaly,gray,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,woods
poisonous,convex,scaly,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,woods
poisonous,convex,scaly,gray,no,foul,broad,pink,enlarging,one,large,chocolate,several,woods
poisonous,convex,fibrous,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,paths
poisonous,convex,scaly,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,woods
poisonous,convex,scaly,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,paths
poisonous,convex,scaly,gray,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,paths
poisonous,flat,fibrous,gray,no,foul,broad,pink,enlarging,one,large,chocolate,several,paths
edible,knobbed,smooth,red,yes,none,broad,white,enlarging,two,evanescent,white,clustered,waste
edible,flat,scaly,brown,yes,none,broad,red,enlarging,two,evanescent,white,clustered,waste
edible,flat,smooth,buff,yes,none,broad,white,enlarging,two,evanescent,white,clustered,waste
poisonous,convex,scaly,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,several,woods
edible,flat,fibrous,gray,yes,none,broad,purple,tapering,one,pendant,brown,several,woods
poisonous,flat,fibrous,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,paths
poisonous,flat,scaly,gray,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,grasses
poisonous,convex,smooth,gray,yes,foul,broad,pink,tapering,one,pendant,chocolate,several,grasses
poisonous,flat,fibrous,gray,no,foul,broad,pink,enlarging,one,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,several,grasses
poisonous,convex,scaly,brown,no,foul,narrow,buff,tapering,one,evanescent,white,several,leaves
poisonous,flat,fibrous,gray,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,paths
edible,flat,scaly,brown,yes,none,broad,red,enlarging,two,evanescent,white,clustered,waste
edible,flat,scaly,red,yes,none,broad,pink,tapering,one,pendant,black,several,woods
poisonous,flat,scaly,gray,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,grasses
poisonous,convex,scaly,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,paths
poisonous,flat,fibrous,gray,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,woods
edible,flat,fibrous,red,yes,none,broad,brown,tapering,one,pendant,brown,several,woods
poisonous,convex,scaly,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,paths
poisonous,flat,fibrous,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,paths
poisonous,flat,fibrous,gray,no,foul,broad,pink,enlarging,one,large,chocolate,several,paths
poisonous,flat,scaly,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,woods
poisonous,bell,scaly,white,yes,none,broad,white,enlarging,two,pendant,green,several,meadows
poisonous,flat,fibrous,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,paths
poisonous,convex,scaly,brown,no,foul,narrow,buff,tapering,one,evanescent,white,several,woods
poisonous,flat,fibrous,gray,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,grasses
poisonous,convex,scaly,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,several,grasses
poisonous,flat,scaly,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,paths
edible,flat,scaly,pink,yes,none,broad,red,enlarging,two,evanescent,white,clustered,waste
poisonous,convex,smooth,white,yes,foul,broad,chocolate,tapering,one,pendant,chocolate,scattered,grasses
poisonous,flat,scaly,gray,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,grasses
poisonous,convex,scaly,gray,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,several,grasses
poisonous,flat,smooth,buff,yes,foul,broad,white,tapering,one,pendant,chocolate,scattered,urban
poisonous,convex,fibrous,gray,no,creosote,narrow,gray,enlarging,one,pendant,black,several,woods
poisonous,convex,fibrous,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,paths
poisonous,flat,scaly,gray,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,grasses
poisonous,flat,scaly,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,paths
edible,convex,scaly,green,no,none,narrow,pink,enlarging,one,flaring,chocolate,solitary,woods
edible,flat,scaly,white,no,none,narrow,chocolate,enlarging,one,flaring,chocolate,several,woods
poisonous,convex,fibrous,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,woods
poisonous,flat,scaly,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,paths
poisonous,flat,scaly,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,grasses
poisonous,convex,scaly,red,no,fishy,narrow,buff,tapering,one,evanescent,white,several,paths
poisonous,convex,scaly,red,no,fishy,narrow,buff,tapering,one,evanescent,white,several,leaves
poisonous,convex,scaly,gray,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,woods
poisonous,convex,scaly,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,several,grasses
poisonous,flat,fibrous,gray,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,grasses
poisonous,convex,scaly,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,several,woods
poisonous,flat,fibrous,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,paths
edible,flat,smooth,red,yes,none,broad,white,enlarging,two,evanescent,white,clustered,waste
poisonous,flat,fibrous,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,paths
poisonous,convex,scaly,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,paths
poisonous,flat,smooth,gray,yes,foul,broad,pink,tapering,one,pendant,chocolate,scattered,grasses
poisonous,flat,fibrous,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,several,grasses
poisonous,convex,scaly,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,paths
poisonous,convex,smooth,gray,yes,foul,broad,chocolate,tapering,one,pendant,chocolate,several,urban
poisonous,flat,scaly,gray,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,grasses
poisonous,flat,fibrous,gray,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,grasses
poisonous,convex,smooth,white,no,creosote,narrow,brown,enlarging,one,pendant,black,several,woods
poisonous,flat,scaly,gray,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,paths
edible,flat,scaly,red,yes,none,broad,purple,tapering,one,pendant,brown,solitary,woods
poisonous,convex,fibrous,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,grasses
poisonous,convex,scaly,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,paths
edible,knobbed,smooth,buff,yes,none,broad,red,enlarging,two,evanescent,white,clustered,waste
poisonous,flat,fibrous,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,grasses
poisonous,flat,fibrous,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,several,woods
poisonous,convex,scaly,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,grasses
edible,convex,fibrous,brown,no,none,narrow,white,enlarging,one,evanescent,white,several,leaves
edible,convex,scaly,red,yes,none,broad,red,enlarging,two,evanescent,white,clustered,waste
poisonous,convex,scaly,gray,no,foul,broad,gray,enlarging,one,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,several,grasses
poisonous,flat,smooth,gray,yes,foul,broad,chocolate,tapering,one,pendant,chocolate,several,grasses
poisonous,convex,scaly,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,grasses
poisonous,flat,scaly,gray,no,foul,broad,pink,enlarging,one,large,chocolate,several,paths
poisonous,convex,scaly,gray,no,foul,broad,pink,enlarging,one,large,chocolate,several,grasses
poisonous,convex,scaly,brown,no,spicy,narrow,buff,tapering,one,evanescent,white,several,paths
edible,knobbed,smooth,buff,yes,none,broad,white,enlarging,two,evanescent,white,clustered,waste
poisonous,flat,fibrous,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,woods
poisonous,convex,fibrous,gray,no,foul,broad,gray,enlarging,one,large,chocolate,several,paths
poisonous,flat,scaly,gray,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,paths
poisonous,convex,fibrous,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,several,woods
poisonous,flat,scaly,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,grasses
edible,knobbed,smooth,pink,yes,none,broad,white,enlarging,two,evanescent,white,clustered,waste
poisonous,flat,scaly,brown,no,none,narrow,white,enlarging,one,evanescent,white,several,woods
poisonous,convex,scaly,gray,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,paths
poisonous,flat,smooth,buff,yes,foul,broad,white,tapering,one,pendant,chocolate,several,urban
edible,flat,smooth,buff,yes,none,broad,white,enlarging,two,evanescent,white,clustered,waste
poisonous,flat,smooth,white,yes,foul,broad,white,tapering,one,pendant,chocolate,scattered,urban
poisonous,flat,scaly,gray,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,paths
poisonous,convex,fibrous,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,several,paths
poisonous,flat,scaly,gray,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,paths
poisonous,flat,scaly,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,grasses
poisonous,flat,fibrous,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,several,woods
poisonous,convex,smooth,buff,yes,foul,broad,chocolate,tapering,one,pendant,chocolate,several,urban
poisonous,flat,fibrous,gray,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,paths
poisonous,convex,scaly,gray,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,grasses
poisonous,flat,scaly,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,woods
poisonous,flat,smooth,gray,yes,foul,broad,pink,tapering,one,pendant,chocolate,scattered,urban
edible,flat,smooth,buff,yes,none,broad,white,enlarging,two,evanescent,white,clustered,waste
edible,convex,smooth,pink,yes,none,broad,white,enlarging,two,evanescent,white,clustered,waste
edible,knobbed,smooth,brown,yes,none,broad,red,enlarging,two,evanescent,white,clustered,waste
poisonous,flat,scaly,pink,yes,none,broad,gray,enlarging,two,pendant,green,several,grasses
poisonous,flat,scaly,gray,no,foul,broad,pink,enlarging,one,large,chocolate,several,paths
poisonous,convex,scaly,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,paths
poisonous,flat,fibrous,gray,no,foul,broad,gray,enlarging,one,large,chocolate,several,grasses
poisonous,flat,fibrous,gray,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,paths
poisonous,flat,fibrous,gray,no,foul,broad,pink,enlarging,one,large,chocolate,several,woods
poisonous,flat,scaly,gray,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,woods
poisonous,flat,scaly,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,woods
poisonous,flat,fibrous,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,several,grasses
poisonous,flat,scaly,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,grasses
poisonous,convex,scaly,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,several,woods
poisonous,convex,scaly,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,paths
poisonous,flat,scaly,gray,no,foul,broad,gray,enlarging,one,large,chocolate,several,grasses
poisonous,flat,fibrous,gray,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,woods
poisonous,convex,scaly,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,several,paths
poisonous,convex,scaly,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,paths
edible,flat,scaly,purple,no,none,narrow,white,enlarging,one,flaring,chocolate,solitary,woods
poisonous,flat,fibrous,gray,no,foul,broad,gray,enlarging,one,large,chocolate,several,grasses
poisonous,convex,scaly,brown,no,fishy,narrow,buff,tapering,one,evanescent,white,several,leaves
poisonous,convex,scaly,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,several,grasses
poisonous,convex,scaly,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,paths
poisonous,convex,scaly,gray,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,grasses
poisonous,flat,fibrous,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,several,woods
poisonous,convex,fibrous,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,paths
edible,flat,smooth,buff,yes,none,broad,red,enlarging,two,evanescent,white,clustered,waste
poisonous,flat,fibrous,gray,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,paths
poisonous,flat,scaly,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,woods
edible,convex,smooth,brown,yes,none,broad,white,enlarging,two,evanescent,white,clustered,waste
poisonous,flat,fibrous,gray,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,paths
poisonous,convex,scaly,gray,no,foul,broad,gray,enlarging,one,large,chocolate,several,woods
poisonous,convex,scaly,brown,no,foul,narrow,buff,tapering,one,evanescent,white,several,paths
poisonous,flat,fibrous,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,several,woods
poisonous,convex,scaly,brown,no,none,narrow,white,enlarging,one,evanescent,white,several,woods
poisonous,bell,smooth,buff,yes,none,broad,white,enlarging,two,pendant,green,several,grasses
poisonous,flat,fibrous,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,several,woods
poisonous,flat,scaly,gray,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,woods
edible,flat,scaly,purple,no,none,narrow,purple,enlarging,one,flaring,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,several,grasses
poisonous,flat,scaly,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,grasses
poisonous,flat,fibrous,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,grasses
poisonous,convex,scaly,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,woods
edible,convex,scaly,red,yes,none,broad,white,enlarging,two,evanescent,white,clustered,waste
poisonous,flat,fibrous,gray,no,foul,broad,gray,enlarging,one,large,chocolate,several,grasses
poisonous,convex,scaly,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,several,grasses
poisonous,convex,scaly,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,several,paths
poisonous,flat,scaly,gray,no,foul,broad,gray,enlarging,one,large,chocolate,several,paths
edible,knobbed,smooth,buff,yes,none,broad,white,enlarging,two,evanescent,white,clustered,waste
poisonous,flat,scaly,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,foul,broad,pink,enlarging,one,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,woods
poisonous,flat,fibrous,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,several,paths
poisonous,flat,smooth,white,yes,foul,broad,chocolate,tapering,one,pendant,chocolate,several,urban
poisonous,convex,smooth,gray,no,creosote,narrow,pink,enlarging,one,pendant,brown,several,woods
poisonous,flat,scaly,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,woods
edible,flat,scaly,purple,no,none,narrow,pink,enlarging,one,flaring,chocolate,several,woods
poisonous,convex,fibrous,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,woods
poisonous,flat,scaly,gray,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,several,grasses
poisonous,convex,fibrous,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,paths
poisonous,convex,smooth,gray,yes,foul,broad,pink,tapering,one,pendant,chocolate,scattered,urban
poisonous,flat,scaly,gray,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,paths
poisonous,flat,fibrous,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,foul,broad,pink,enlarging,one,large,chocolate,several,woods
poisonous,convex,scaly,gray,no,foul,broad,gray,enlarging,one,large,chocolate,several,grasses
poisonous,convex,scaly,gray,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,woods
poisonous,convex,fibrous,gray,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,grasses
poisonous,convex,scaly,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,paths
poisonous,flat,fibrous,gray,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,grasses
poisonous,flat,fibrous,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,paths
poisonous,flat,fibrous,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,several,paths
poisonous,convex,scaly,brown,no,spicy,narrow,buff,tapering,one,evanescent,white,several,leaves
poisonous,convex,fibrous,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,paths
poisonous,convex,scaly,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,several,paths
poisonous,flat,smooth,buff,yes,foul,broad,white,tapering,one,pendant,chocolate,several,grasses
poisonous,flat,fibrous,gray,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,woods
poisonous,flat,scaly,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,paths
poisonous,convex,fibrous,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,paths
poisonous,flat,fibrous,gray,no,foul,broad,pink,enlarging,one,large,chocolate,several,woods
poisonous,convex,scaly,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,foul,broad,pink,enlarging,one,large,chocolate,several,woods
poisonous,convex,scaly,red,no,fishy,narrow,buff,tapering,one,evanescent,white,several,leaves
edible,knobbed,scaly,buff,yes,none,broad,red,enlarging,two,evanescent,white,clustered,waste
edible,flat,scaly,buff,yes,none,broad,white,enlarging,two,evanescent,white,clustered,waste
poisonous,convex,scaly,gray,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,paths
poisonous,convex,scaly,gray,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,grasses
poisonous,flat,scaly,gray,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,grasses
poisonous,convex,smooth,buff,yes,foul,broad,white,tapering,one,pendant,chocolate,scattered,urban
poisonous,flat,scaly,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,paths
poisonous,convex,smooth,white,yes,foul,broad,pink,tapering,one,pendant,chocolate,scattered,urban
poisonous,convex,fibrous,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,several,paths
poisonous,convex,scaly,gray,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,paths
poisonous,convex,smooth,white,yes,foul,broad,pink,tapering,one,pendant,chocolate,scattered,urban
poisonous,flat,smooth,buff,yes,foul,broad,pink,tapering,one,pendant,chocolate,scattered,grasses
poisonous,convex,smooth,white,yes,foul,broad,chocolate,tapering,one,pendant,chocolate,scattered,urban
poisonous,flat,fibrous,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,woods
poisonous,flat,scaly,gray,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,paths
poisonous,convex,fibrous,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,grasses
poisonous,flat,fibrous,gray,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,paths
edible,convex,scaly,white,no,none,narrow,purple,enlarging,one,flaring,chocolate,solitary,woods
edible,convex,smooth,red,yes,none,broad,red,enlarging,two,evanescent,white,clustered,waste
poisonous,convex,scaly,gray,no,foul,broad,pink,enlarging,one,large,chocolate,several,grasses
poisonous,flat,fibrous,gray,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,grasses
poisonous,convex,scaly,brown,no,fishy,narrow,buff,tapering,one,evanescent,white,several,leaves
poisonous,convex,scaly,gray,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,paths
poisonous,flat,fibrous,gray,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,paths
poisonous,flat,fibrous,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,paths
poisonous,flat,fibrous,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,woods
